player_name,team_initials,match_id,line_up,event,position,shirt_number
AGUILAR ABEL,COL,76,,,,
MINA YERRY,COL,76,,G93',,
LINGARD JESSE,ENG,76,,,,
STERLING RAHEEM,ENG,76,,,,
ALEXANDER-ARNOLD TRENT,ENG,76,,,,
PICKFORD JORDAN,ENG,76,,,GK,
STONES JOHN,ENG,76,,,,
TRIPPIER KIERAN,ENG,76,,,,
JONES PHIL,ENG,76,,,,
LOFTUS-CHEEK RUBEN,ENG,76,,,,
ROSE DANNY,ENG,76,,,,
ALLI DELE,ENG,76,,,,
POPE NICK,ENG,76,,,GK,
WELBECK DANNY,ENG,76,,,,
DELPH FABIAN,ENG,76,,,,
YOUNG ASHLEY,ENG,76,,,,
RASHFORD MARCUS,ENG,76,,,,
VARDY JAMIE,ENG,76,,,,
HENDERSON JORDAN,ENG,76,,,,
WALKER KYLE,ENG,76,,,,
CAHILL GARY,ENG,76,,,,
DIER ERIC,ENG,76,,,,
BUTLAND JACK,ENG,76,,,GK,
MAGUIRE HARRY,ENG,76,,,,
KANE HARRY,ENG,76,,G57',,
player_name,team_initials,match_id,line_up,event,position,shirt_number
QUINTERO JUAN,COL,15,,G39',,
MOJICA JOHAN,COL,15,,,,
LERMA JEFFERSON,COL,15,,,,
ARIAS SANTIAGO,COL,15,,,,
URIBE MATEUS,COL,15,,,,
FALCAO RADAMEL,COL,15,,,,
CUADRADO JUAN,COL,15,,,,
FABRA FRANK,COL,15,,,,
IZQUIERDO JOSE,COL,15,,,,
BARRIOS  WILMAR,COL,15,,,,
BORJA MIGUEL,COL,15,,,,
RODRIGUEZ JAMES,COL,15,,,,
BACCA CARLOS,COL,15,,,,
MURIEL LUIS,COL,15,,,,
OSPINA DAVID,COL,15,,,GK,
MURILLO OSCAR,COL,15,,,,
VARGAS CAMILO,COL,15,,,GK,
CUADRADO JOSE,COL,15,,,GK,
SANCHEZ DAVINSON,COL,15,,,,
ZAPATA CRISTIAN,COL,15,,,,
SANCHEZ CARLOS,COL,15,,,,
AGUILAR ABEL,COL,15,,,,
MINA YERRY,COL,15,,,,
INUI TAKASHI,JPN,15,,,,
SHIBASAKI GAKU,JPN,15,,,,
OSHIMA RYOTA,JPN,15,,,,
NAGATOMO YUTO,JPN,15,,,,
HARAGUCHI GENKI,JPN,15,,,,
KAGAWA SHINJI,JPN,15,,G06',,
OKAZAKI SHINJI,JPN,15,,,,
SAKAI HIROKI,JPN,15,,,,
OSAKO YUYA,JPN,15,,G73',,
USAMI TAKASHI,JPN,15,,,,
MUTO YOSHINORI,JPN,15,,,,
YAMAGUCHI HOTARU,JPN,15,,,,
HASEBE MAKOTO,JPN,15,,,,
NAKAMURA KOSUKE,JPN,15,,,GK,
KAWASHIMA EIJI,JPN,15,,,GK,
SHOJI GEN,JPN,15,,,,
HONDA KEISUKE,JPN,15,,,,
SAKAI GOTOKU,JPN,15,,,,
ENDO WATARU,JPN,15,,,,
MAKINO TOMOAKI,JPN,15,,,,
HIGASHIGUCHI MASAAKI,JPN,15,,,GK,
YOSHIDA MAYA,JPN,15,,,,
UEDA NAOMICHI,JPN,15,,,,
player_name,team_initials,match_id,line_up,event,position,shirt_number
BOLANOS CHRISTIAN,CRC,9,,,,
GAMBOA CRISTIAN,CRC,9,,,,
TEJEDA YELTSIN,CRC,9,,,,
SMITH IAN,CRC,9,,,,
OVIEDO BRYAN,CRC,9,,,,
WALLACE RODNEY,CRC,9,,,,
URENA MARCOS,CRC,9,,,,
MATARRITA RONALD,CRC,9,,,,
MOREIRA LEONEL,CRC,9,,,GK,
CAMPBELL JOEL,CRC,9,,,,
PEMBERTON PATRICK,CRC,9,,,GK,
RUIZ BRYAN,CRC,9,,,,
ACOSTA JOHNNY,CRC,9,,,,
COLINDRES DANIEL,CRC,9,,,,
VENEGAS JOHAN,CRC,9,,,,
GONZALEZ GIANCARLO,CRC,9,,,,
CALVO FRANCISCO,CRC,9,,,,
GUZMAN DAVID,CRC,9,,,,
BORGES CELSO,CRC,9,,,,
NAVAS KEYLOR,CRC,9,,,GK,
DUARTE OSCAR,CRC,9,,,,
AZOFEIFA RANDALL,CRC,9,,,,
WASTON KENDALL,CRC,9,,,,
ZIVKOVIC ANDRIJA,SRB,9,,,,
RODIC MILAN,SRB,9,,,,
RUKAVINA ANTONIO,SRB,9,,,,
